,Datum,Temp_Very Cold,Temp_Cold,Temp_Mild,Temp_Warm,Temp_Hot,Cloud_Clear,Cloud_Partly Cloudy,Cloud_Cloudy,Wind_Light,Wind_Moderate,Wind_Strong,Weather_Good,Weather_Light Issues,Weather_Moderate,Weather_Severe,Weather_Unknown
334,2013-05-01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
335,2013-05-02,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
336,2013-05-03,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
337,2013-05-04,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
338,2013-05-05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
339,2013-05-06,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
340,2013-05-07,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
341,2013-05-08,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
342,2013-05-09,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
343,2013-05-10,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
344,2013-05-11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
345,2013-05-12,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
346,2013-05-13,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
347,2013-05-14,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
348,2013-05-15,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
349,2013-05-16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
350,2013-05-17,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
351,2013-05-18,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
352,2013-05-19,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
353,2013-05-20,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
354,2013-05-21,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
355,2013-05-22,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
356,2013-05-23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
357,2013-05-24,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
358,2013-05-25,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
359,2013-05-26,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
360,2013-05-27,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
361,2013-05-28,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
362,2013-05-29,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
363,2013-05-30,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
364,2013-05-31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
365,2013-06-01,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
366,2013-06-02,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
367,2013-06-03,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
368,2013-06-04,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
369,2013-06-05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
370,2013-06-06,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
371,2013-06-07,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
372,2013-06-08,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
373,2013-06-09,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
374,2013-06-10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
375,2013-06-11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
376,2013-06-12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
377,2013-06-14,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
378,2013-06-15,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
379,2013-06-16,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
380,2013-06-17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
381,2013-06-18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
382,2013-06-19,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
383,2013-06-20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
384,2013-06-21,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
385,2013-06-22,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
386,2013-06-23,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
387,2013-06-24,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
388,2013-06-25,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
389,2013-06-26,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
390,2013-06-27,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
391,2013-06-28,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
392,2013-06-29,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
393,2013-06-30,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
394,2013-07-01,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
395,2013-07-02,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
396,2013-07-03,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
397,2013-07-04,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
398,2013-07-05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
399,2013-07-06,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
400,2013-07-07,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
401,2013-07-08,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
402,2013-07-09,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
403,2013-07-10,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
404,2013-07-11,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
405,2013-07-12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
406,2013-07-13,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
407,2013-07-14,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
408,2013-07-15,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
409,2013-07-16,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
410,2013-07-17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
411,2013-07-18,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
412,2013-07-19,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
413,2013-07-20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
414,2013-07-21,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
415,2013-07-22,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
416,2013-07-23,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
417,2013-07-24,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
418,2013-07-25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
419,2013-07-26,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
420,2013-07-27,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
421,2013-07-28,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
422,2013-07-29,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
423,2013-07-30,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
424,2013-07-31,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
425,2013-08-01,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
426,2013-08-02,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
427,2013-08-03,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
428,2013-08-04,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
429,2013-08-05,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
430,2013-08-06,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
431,2013-08-07,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
432,2013-08-08,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
433,2013-08-09,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
434,2013-08-10,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
435,2013-08-11,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
436,2013-08-12,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
437,2013-08-13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
438,2013-08-14,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
439,2013-08-15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
440,2013-08-16,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
441,2013-08-17,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
442,2013-08-18,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
443,2013-08-19,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
444,2013-08-20,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
445,2013-08-21,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
446,2013-08-22,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
447,2013-08-23,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
448,2013-08-24,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
449,2013-08-25,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
450,2013-08-26,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
451,2013-08-27,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
452,2013-08-28,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
453,2013-08-29,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
454,2013-08-30,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
455,2013-08-31,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
456,2013-09-01,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
457,2013-09-02,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
458,2013-09-03,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
459,2013-09-04,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
460,2013-09-05,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
461,2013-09-06,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
462,2013-09-07,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
463,2013-09-08,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
464,2013-09-09,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
465,2013-09-10,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
466,2013-09-11,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
467,2013-09-12,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
468,2013-09-13,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
469,2013-09-14,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
470,2013-09-15,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
471,2013-09-16,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
472,2013-09-17,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
473,2013-09-18,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
474,2013-09-19,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
475,2013-09-20,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
476,2013-09-21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
477,2013-09-22,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
478,2013-09-23,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
479,2013-09-24,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
480,2013-09-25,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
481,2013-09-26,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
482,2013-09-27,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
483,2013-09-28,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
484,2013-09-29,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
485,2013-09-30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
486,2013-10-01,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
487,2013-10-02,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
488,2013-10-03,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
489,2013-10-04,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
490,2013-10-05,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
491,2013-10-06,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
492,2013-10-07,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
493,2013-10-08,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
494,2013-10-09,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
495,2013-10-10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
496,2013-10-11,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
497,2013-10-12,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
498,2013-10-13,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
499,2013-10-14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
500,2013-10-15,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
501,2013-10-16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
502,2013-10-17,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
503,2013-10-18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
504,2013-10-19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
505,2013-10-20,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
506,2013-10-21,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
507,2013-10-22,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
508,2013-10-23,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
509,2013-10-24,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
510,2013-10-25,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
511,2013-10-26,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
512,2013-10-27,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
513,2013-10-28,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
514,2013-10-29,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
515,2013-10-30,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
516,2013-10-31,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
517,2013-11-01,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
518,2013-11-02,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
519,2013-11-03,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
520,2013-11-04,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
521,2013-11-05,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
522,2013-11-06,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
523,2013-11-07,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
524,2013-11-08,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
525,2013-11-09,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
526,2013-11-10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
527,2013-11-11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
528,2013-11-12,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
529,2013-11-13,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
530,2013-11-14,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
531,2013-11-15,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
532,2013-11-16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
533,2013-11-17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
534,2013-11-18,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
535,2013-11-19,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
536,2013-11-20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
537,2013-11-21,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
538,2013-11-22,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
539,2013-11-23,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
540,2013-11-24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
541,2013-11-25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
542,2013-11-26,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
543,2013-11-27,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
544,2013-11-28,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
545,2013-11-29,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
546,2013-11-30,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
547,2013-12-01,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
548,2013-12-02,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
549,2013-12-03,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
550,2013-12-04,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
551,2013-12-05,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
552,2013-12-06,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
553,2013-12-07,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
554,2013-12-08,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
555,2013-12-09,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
556,2013-12-10,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
557,2013-12-11,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
558,2013-12-12,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
559,2013-12-13,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
560,2013-12-14,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
561,2013-12-15,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
562,2013-12-16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
563,2013-12-17,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
564,2013-12-18,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
565,2013-12-19,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
566,2013-12-20,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
567,2013-12-21,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
568,2013-12-22,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
569,2013-12-23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
570,2013-12-24,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
571,2013-12-25,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
572,2013-12-26,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
573,2013-12-27,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
574,2013-12-28,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
575,2013-12-29,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
576,2013-12-30,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
577,2013-12-31,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
578,2014-01-01,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
579,2014-01-02,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
580,2014-01-03,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
581,2014-01-04,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
582,2014-01-05,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
583,2014-01-06,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
584,2014-01-07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
585,2014-01-08,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
586,2014-01-09,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
587,2014-01-10,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
588,2014-01-11,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
589,2014-01-12,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
590,2014-01-13,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
591,2014-01-14,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
592,2014-01-15,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
593,2014-01-16,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
594,2014-01-17,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
595,2014-01-18,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
596,2014-01-19,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
597,2014-01-20,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
598,2014-01-21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
599,2014-01-22,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
600,2014-01-23,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
601,2014-01-24,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
602,2014-01-25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
603,2014-01-26,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
604,2014-01-27,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
605,2014-01-28,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
606,2014-01-29,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
607,2014-01-30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
608,2014-01-31,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
609,2014-02-01,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
610,2014-02-02,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
611,2014-02-03,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
612,2014-02-04,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
613,2014-02-05,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
614,2014-02-06,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
615,2014-02-07,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
616,2014-02-08,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
617,2014-02-09,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
618,2014-02-10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
619,2014-02-11,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
620,2014-02-12,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
621,2014-02-13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
622,2014-02-14,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
623,2014-02-15,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
624,2014-02-16,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
625,2014-02-17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
626,2014-02-18,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
627,2014-02-19,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
628,2014-02-20,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
629,2014-02-21,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
630,2014-02-22,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
631,2014-02-23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
632,2014-02-24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
633,2014-02-25,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
634,2014-02-26,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
635,2014-02-27,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
636,2014-02-28,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
637,2014-03-01,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
638,2014-03-02,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
639,2014-03-03,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
640,2014-03-04,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
641,2014-03-05,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
642,2014-03-06,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
643,2014-03-07,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
644,2014-03-08,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
645,2014-03-09,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
646,2014-03-10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
647,2014-03-11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
648,2014-03-12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
649,2014-03-13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
650,2014-03-14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
651,2014-03-15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
652,2014-03-16,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
653,2014-03-17,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
654,2014-03-18,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
655,2014-03-19,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
656,2014-03-20,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
657,2014-03-21,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
658,2014-03-22,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
659,2014-03-23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
660,2014-03-24,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
661,2014-03-25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
662,2014-03-26,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
663,2014-03-27,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
664,2014-03-28,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
665,2014-03-29,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
666,2014-03-30,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
667,2014-03-31,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
668,2014-04-01,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
669,2014-04-02,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
670,2014-04-03,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
