Datum,Umsatz,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Temp_Very_Cold,Temp_Cold,Temp_Mild,Temp_Warm,Temp_Hot,Cloud_Clear,Cloud_Partly_Cloudy,Cloud_Cloudy,Wind_Light,Wind_Moderate,Wind_Strong,Weather_Good,Weather_Light_Issues,Weather_Moderate,Weather_Severe,KielerWoche,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,VPI,Number_of_ships,Ship,Heimspiel,Feiertag,is_holiday,Weihnachtsmarkt,Markt,Ostertag,Silvester,wetter_sehr_schön,wetter_sehr_schlecht
2017-09-10,454.470095911454,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-11,358.793512389578,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-12,347.406580605801,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-13,337.409370036303,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.712,2.0,1,0,0,0,0,0,0,0,0,1
2017-09-14,340.662703674034,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-15,432.422620446303,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-16,447.940908680045,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,2.0,1,0,0,0,0,0,0,0,0,0
2017-09-17,459.052266852698,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.712,0.0,0,0,0,0,0,0,0,0,0,1
2017-09-18,327.604747777746,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-19,350.796085891856,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.712,0.0,0,1,0,0,0,0,0,0,0,0
2017-09-20,327.316885604123,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-21,346.445711767799,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-22,333.5839216348,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-23,473.504862819239,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-24,458.465028172516,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-25,333.725438872592,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-26,340.433148310897,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-27,321.728513800716,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.712,1.0,1,0,0,0,0,0,0,0,0,0
2017-09-28,298.418454994531,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-29,294.899530794863,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.712,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-30,462.219387511129,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.712,1.0,1,1,0,0,0,0,0,0,0,0
2017-10-01,482.460028588969,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-02,416.188671695034,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-03,430.516526724611,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,1,0,0,0,0,0,0,0
2017-10-04,346.167979112914,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-05,363.881685966128,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-06,352.324966147355,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.678,2.0,1,0,0,0,0,0,0,0,0,0
2017-10-07,430.659601825742,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,0,0,0,0,0,0,0,0,1
2017-10-08,418.348640476775,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-09,346.977530455896,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-10,351.217908832379,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-11,336.813478750163,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-12,382.367462848501,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-13,309.8633490044,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-14,434.467341639047,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,0,0,0,0,1,0,0,0,0
2017-10-15,344.48636003095,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-16,313.414024678493,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,1,0,1,0,0,0,0
2017-10-17,314.894199026618,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-18,291.300108482409,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-19,306.426761381544,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-20,326.510780245307,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-21,452.875625104392,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.678,1.0,1,1,0,1,0,0,0,0,0,0
2017-10-22,404.973329492274,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-24,310.956784627679,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-25,285.058191402963,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-26,342.851565447742,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-27,362.44637478017,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.678,0.0,0,0,0,1,0,0,0,0,0,0
2017-10-28,456.630686137661,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-29,448.514219873353,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.678,0.0,0,0,0,0,0,0,0,0,0,1
2017-10-30,485.119995266557,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.678,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-01,333.775763857183,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-02,289.928187173423,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-03,317.661008764793,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-04,400.040015894834,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-05,452.165131137755,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,1.0,1,1,0,0,0,0,0,0,0,0
2017-11-06,227.298126378115,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,1.0,1,0,0,0,0,0,0,0,0,0
2017-11-07,247.370645548107,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,1.0,1,0,0,0,0,0,0,0,0,0
2017-11-08,231.568334395068,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,2.0,1,0,0,0,0,0,0,0,0,0
2017-11-09,214.192421886817,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-10,240.147772612989,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-11,330.821014358192,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-12,424.737614094006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-13,243.19194827243,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-14,241.340042607729,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-15,204.700017283118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-16,256.52892175252,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-17,251.229756059786,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-18,292.509471843811,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-19,445.805374359408,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-20,233.300572557871,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-21,239.880672674019,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,1
2017-11-22,232.978187183353,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-23,227.736117661395,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-24,234.503720902989,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-25,266.39409981616,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.61,0.0,0,1,0,0,0,0,0,0,0,0
2017-11-26,462.02051039162,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.61,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-27,246.485981907524,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-28,182.668977030814,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-29,222.218638281581,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,1
2017-11-30,216.78430330821,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.61,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-01,243.454112286962,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-02,288.536116007129,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,1,0,0,1,0,0,0,0,0
2017-12-03,434.563859195436,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-04,215.359624111002,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-05,226.946486233653,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.695,1.0,1,0,0,0,1,0,0,0,0,0
2017-12-06,208.992261848017,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-07,203.813113698898,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,1.0,1,0,0,0,1,0,0,0,0,1
2017-12-08,226.268514034133,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.695,4.0,1,0,0,0,1,0,0,0,0,1
2017-12-09,337.94476310996,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-10,405.993257717094,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-11,202.053997883196,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,1
2017-12-12,195.040468251702,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-13,194.161309340236,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,1
2017-12-14,244.558358353928,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-15,207.051404204092,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-16,359.391246869914,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-17,414.241268554725,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-18,236.172051459289,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-19,219.58854798377,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-20,263.813806442959,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,0,1,0,0,0,0,0
2017-12-21,295.983386515154,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-22,253.999700547864,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-23,321.143876209997,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,1,1,0,0,0,0,0
2017-12-24,578.995938801802,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-27,366.39193384108,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-28,389.287596176283,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-29,433.432993002541,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-30,492.431858117778,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.695,0.0,0,0,0,1,0,0,0,0,0,0
2017-12-31,558.704848833107,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.695,0.0,0,0,0,1,0,0,0,1,0,1
2018-01-02,362.106622620237,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.593,0.0,0,0,0,1,0,0,0,0,0,1
2018-01-03,296.950711829176,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.593,0.0,0,0,0,1,0,0,0,0,0,1
2018-01-04,277.539447649125,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.593,0.0,0,0,0,1,0,0,0,0,0,1
2018-01-05,221.493928766554,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.593,0.0,0,0,0,1,0,0,0,0,0,0
2018-01-06,306.612067500727,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.593,1.0,1,0,0,1,0,0,0,0,0,0
2018-01-07,424.80333027284,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.593,3.0,1,0,0,0,0,0,0,0,0,1
2018-01-08,218.416290860879,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,1
2018-01-09,231.370506812209,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.593,1.0,1,0,0,0,0,0,0,0,0,0
2018-01-10,213.493748618184,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-11,222.656660834864,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-12,213.653541569415,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-13,326.134796825133,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-14,396.378979718406,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.593,0.0,0,0,0,0,0,0,0,0,0,1
2018-01-15,242.921864094771,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-16,225.76404335699,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-17,214.400310493609,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-18,227.279978766986,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,1
2018-01-19,233.268218984193,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-20,295.006942427965,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-21,398.585448365232,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.593,0.0,0,0,0,0,0,0,0,0,0,1
2018-01-22,194.083018345383,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-23,208.443667129935,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.593,0.0,0,1,0,0,0,0,0,0,0,0
2018-01-24,203.385782144794,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-25,232.391630766844,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-26,274.633939189323,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-27,245.309038638068,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.593,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-28,386.418720172624,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.593,0.0,0,0,0,0,0,0,0,0,0,0
